company,job-title,level,description,url
Infosys,Senior Python Developer,Mid-Senior level,"Direct message the job poster from Infosys





            
        Swati Singh




              
        Process Lead (Talent Acquisition Group) at Infosys || Ex- Capgemini
      
            

 










Job Title: Senior Python DeveloperLocation: Jersey City, NJJob Type: Fulltime (Onsite)Required QualificationsBachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.At least 4 years of Information Technology experience.Experience in Python programming, OOPS conceptsStrong knowledge and hands-on experience in SQL, Unix shell scriptingPreferred Qualifications:At least 7 years of experience in Python ProgrammingGood knowledge in SQL, Unix shell scripting, Python Memory Management and concurrency (GIL)Experience in working Python Frameworks like Django / FlaskGood knowledge in React.js, RESTful APIs and of web-capable devices and browsersSound Knowledge of Software engineering design patterns and practicesStrong understanding of Functional programming, basic data structures and algorithmsExperience in Banking and Finance domain.Experience with Agile Development, SCRUM, or Extreme Programming methodologies.Strong problem solving, analytical and interpersonal skills.Excellent written & verbal communication, ability to multitask, work well under demanding situations, prioritize and meet deadline.About UsInfosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.Visit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin Seniority Level



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Mid-Senior level
          



          Employment type
        

          Full-time
        



            Job function
          

            Information Technology
          



            Industries
          

          IT Services and IT Consulting and Financial Services
          
















Referrals increase your chances of interviewing at Infosys by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3828099904
SynergisticIT,Entry Level Python Programmer (Remote),Entry level,"The Job Market is Challenging due to almost 300,000 Tech Layoffs since October 2022 due to which thousands of laid off Techies are competing with existing Jobseekers. Entry level Job seekers struggle to get responses to their applications forget about getting client interviews. As the Saying goes ""when the Going gets tough the Tough get going”  Candidates who want to make a tech career they need to differentiate themselves by ensuring they have exceptional skills and technologies to be noticed by clients.Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don't focus on getting you a Job we make careers.All Positions are open for all visas and US citizensWe are matchmakers we provide clients with candidates who can perform from day 1 of starting work. In this challenging economy every client wants to save $$$'s and they want the best value for their money. Jobseekers need to self-evaluate if they have the requisite skills to meet client requirements and needs.  Clients now post covid can also hire remote workers which increases even more competition for jobseekers.We at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped 1000's of candidates get jobs at technology clients like  apple, google, PayPal, western union, Client, visa, Walmart labs etc. to name a few.We have an excellent reputation with the clients. Currently, We are looking for  entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers for full time positions with clients.Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or People looking to switch careers or who have had gaps in employment and looking to make their careers in IT IndustryWe assist in filing for STEM extension and also for H1b and Green card filing to Candidates We also offer optionally Skill and technology enhancement programs for candidates who are either missing skills or are lacking Industry/Client experience with Projects and skills. Candidates having difficulty in finding jobs or cracking interviews or who wants to improve their skill portfolio. If they are qualified with enough skills and have hands on project work at clients then they should be good to be submitted to clients. Shortlisting and selection is totally based on clients discretion not ours.please check the below links to see success outcomes of our candidateshttps://www.synergisticit.com/candidate-outcomes/ We regularly interact with the Top Tech companies to give our candidates a competitive advantage-Please see us exhibiting at Oracle Cloud world /Oracle Java one (Las vegas) -2023/2022 and at Gartner Data Analytics Summit (Florida)-2023 https://youtu.be/Rfn8Y0gnfL8?si=p2V4KFv5HukJXTrnhttps://youtu.be/-HkNN1ag6Zk?si=1NRfgsvL_HJMVb6Qhttps://www.youtube.com/watch?v=OAFOhcGy9Z8https://www.youtube.com/watch?v=EmO7NrWHkLMhttps://www.youtube.com/watch?v=NVBU9RYZ6UIhttps://www.youtube.com/watch?v=Yy74yvjatVgFor preparing for interviews please visit  https://www.synergisticit.com/interview-questions/ We are looking for the right matching candidates for our clients Please apply via the job posting REQUIRED SKILLS For Java /Full Stack/Software ProgrammerBachelor's degree or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleProject work on the skillsKnowledge of Core Java, JavaScript, C++ or software programmingSpring boot, Microservices, Docker, Jenkins and REST API's experienceExcellent written and verbal communication skillsFor data Science/Machine learning Positions Required SkillsBachelor's degree or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITProject work on the technologies neededHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Statistics, SAS, Python, Computer Vision, data visualization toolsExcellent written and verbal communication skills Preferred skills: NLP, Text mining, Tableau, PowerBI, TensorFlow If you get emails from our skill enhancement team please ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team. No phone calls please.  Shortlisted candidates would be reached out. No third party or agency candidates or c2c candidates
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Contract
          



              Job function
            

              Information Technology
            



              Industries
            

            IT Services and IT Consulting
            
















Referrals increase your chances of interviewing at SynergisticIT by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3818365462
MindPal,Python Developer (internship),Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Internship
          



            Employment type
          

            Internship
          



              Job function
            

              Engineering and Information Technology
            



              Industries
            

            Staffing and Recruiting
            
















Referrals increase your chances of interviewing at MindPal by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3703082764
Diverse Lynx,Python Developer,Entry level,"Competencies: Digital : Python, Digital : APIGEE Experience (Years): 6-8 Essential Skills: Python Developer with Open AI experience Desirable Skills: Python Developer with Open AI experienceDiverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Contract
        



            Job function
          

            Information Technology
          



            Industries
          

          IT Services and IT Consulting
          
















Referrals increase your chances of interviewing at Diverse Lynx by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3827296489
Tata Consultancy Services,Python Developer,Entry level,"Roles & Responsibilities Desired skills  Python (must have)  Go (good to have)  Ansible  Spinnaker  Some programming or devops automation experience.  Prior Apple experience preferred.



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          IT Services and IT Consulting
          
















Referrals increase your chances of interviewing at Tata Consultancy Services by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3826565260
SynergisticIT,Python Developer (Entry Level),Entry level,"SYNERGISTICIT is aware that the Job Market is Challenging due to almost 300,000 Tech Layoffs within the past year due to which The Job market is flooded with thousands of laid off Techies who are competing with existing Jobseekers. For entry level Job seekers to get client interviews and jobs they need to differentiate themselves by ensuring they have exceptional skills and technologies to be noticed by clients.Since 2010 we have helped Jobseekers differentiate themselves by providing the clients with candidates who have the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don't focus on getting you a Job we make careers. All Positions are open for all visas and US citizensWe are matchmakers we provide clients with candidates who can perform from day 1 of starting work. In this economy no client wants or has the resources to take an entry level person and spend resources on upgrading their skills and on top of that pay the jobseeker. That's the specific reason there are so many techies both experience and freshers who are unemployed.Clients have now the option to hire remote workers from anywhere so for a Jobseeker its important to introspect and see how they can become better and have the skills and technologies to meet client requirements. We at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped thousands of candidates get jobs at technology clients like apple, google, Paypal, western union, Client, visa, walmart labs etc to name a few. We have an excellent reputation with the clients. Currently, We are looking for entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers for full time positions with clients. Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates looking to make their careers in IT Industry We welcome candidates with all visas and citizens to apply. We assist in filing for STEM extension and also for H1b and Green card filing to CandidatesWe also offer optionally Skill and technology enhancement programs for candidates who are either missing skills or are lacking Industry/Client experience with Projects and skills. Candidates having difficulty in finding jobs or cracking interviews or who wants to improve their skill portfolio. If they are qualified with enough skills and have hands on project work at clients then you should be good to be submitted to clients. Shortlisting and selection is totally based on clients discretion not ours.If you get emails from our skill enhancement team please ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team.please check the below links to see success outcomes of our candidates https://www.synergisticit.com/candidate-outcomes/We are also silver sponsors at Oracle Cloudworld , Las vegas from sept 18-21st— please visit ushttps://www.oracle.com/cloudworld/sponsor-listing/#synergistic-itWatch the below videos of us participating at Industry events with the Top companies in Technology at Oracle Cloud world /Oracle Java one (Las vegas) and at Gartner Data Analytics Summit (Florida)Oracle CloudWorld Event (OCW) Las Vegas 2022 | SynergisticIT - YouTube https://www.youtube.com/watch?v=OAFOhcGy9Z8https://www.youtube.com/watch?v=EmO7NrWHkLM https://www.youtube.com/watch?v=NVBU9RYZ6UIhttps://www.youtube.com/watch?v=Yy74yvjatVg SynergisticIT at Gartner Data and Analytics Summit 2023 - YouTubeIf you have relevant skills and industry experience, please applyFor preparing for interviews please visithttps://www.synergisticit.com/interview-questions/REQUIRED SKILLS For Java /Software Programmers Bachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT Highly motivated, self-learner, and technically inquisitive Experience in programming language Java and understanding of the software development life cycle Project work on the skills Knowledge of Core Java , javascript , C++ or software programming Spring boot, Microservices, Docker, Jenkins and REST API's experience Excellent written and verbal communication skillsFor data Science/Machine learningRequired Skills Bachelors degree or Masters degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT Project work on the technologies needed Highly motivated, self-learner, and technically inquisitive Experience in programming language Java and understanding of the software development life cycle Knowledge of Statistics, SAS, Python, Computer Vision, data visualization tools Excellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, PowerBI, Time series analysisPlease understand skills and relevant experience on real world projects are required by clients for selection even if its Junior or entry level position the additional skills and Project work with hands on experience building projects at client site are the only way a candidate can be picked by clients. No third party candidates or c2c candidatesplease only apply to the postingIf you get emails from our skill enhancement team please ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team.No phone calls please. Shortlisted candidates would be reached out.
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Contract
          



              Job function
            

              Information Technology
            



              Industries
            

            IT Services and IT Consulting
            
















Referrals increase your chances of interviewing at SynergisticIT by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3818361724
Cynet Systems,Python Developer - Remote / Telecommute,Entry level,"Responsibilities:     Should be able to work as an Individual contributor.     Drive the deliverables.     Able to work on advanced areas of Python/Django.     With a Go-Getter attitude.     Create services as part of the back-end.     Integrate cloud resources for storage.     Interact with business on requirements.     Ability to independently work on the user stories.



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Contract
          



              Job function
            

              Engineering and Information Technology
            



              Industries
            

            Information Technology & Services
            
















Referrals increase your chances of interviewing at Cynet Systems by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3831579039
MindPal,Python Developer,Entry level,"We are looking for a mid/senior Python DeveloperResponsibilitiesMaintenance and development of the backend of an e-commerce application based on Django Rest Framework Writing unit tests for new functionalities Delivering readable and transparent code Building dashboards based on SQL queries and processing the results Direct contact with the client RequirementsMinimum 3 years of experience working with Python Knowledge of Django, Django Rest Framework, Docker, Docker-compose, relational databases (e.g. PostgreSQL), Flask, Redis, Celery, postgresql English at least B2 Understanding the right patterns and algorithms Practical analytical skills Nice to have: Kubernetes, graphql, AWS / Google Cloud as well as Agile / SCRUM / Kanban We OfferB2B contract type Full-time job Remote and flexible working hours



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Staffing and Recruiting
          
















Referrals increase your chances of interviewing at MindPal by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3764242186
Channel Factory,Software Engineer - Python,Entry level,"Channel Factory is the leader in Social Video Marketing addressing brand safety and suitability. Our Product team is in search of an innovative and dedicated Software Engineer with Back-end Python / Django & ElasticSearch experience to join our growing team. We are seeking an eager, passionate, and highly skilled individual to bring our product to life. The Engineer pays relentless attention to detail and will work with the different teams to communicate our ideas, shape our brand, and increase customer demand. They will be expected to work on a variety of projects and should have a great deal of experience with the software engineering life cycle and large data. An emphasis will be placed on ensuring that the latest technologies, techniques, functionality, trends, and usability best practices are used.Responsibilities:Attend Product planning sessions and contribute ideas to the platform. Interface with local and remote engineers to add features and fix potential issues. Create documentation of code & Environments. Participate in code reviews. Create solid, clean code. Research and learn the latest technologies related to the implementation of ChannelFactory productsRequirementsStrong communication skills3+ years experience in software developmentA minimum of 3 years of experience and In-depth knowledge of Python, and DjangoHands-on experience with ElasticSearch (a plus!), SQL databases (Postgres/RDS, MySql), and Redis. Expertise in github / bitbucket. Expertise in creating and maintaining restful API services (3+ years)Understanding of new trends within the digital spaceSolid expertise and experience in the social media space, and YouTube ecosystemAbility to generate unit testsExceptional multitasking and time management skillsAbility to express creative ideas and solutionsPassion for learning new software, techniques, and skillsStellar interpersonal, communication, and collaboration skillsSelf-starter with high energy who thrives in a fast-paced environment Knowledge of digital advertising is a plusIn-depth Understanding of hosted cloud services in AWSIn-depth expertise in the engineering life cycleAbility to work in diverse teams with both present and off-site peersAbility to travel at least 15% of the year for onsite meetingsBenefitsWork with a leading startup in a high-demand industry, and you would be working with like-minded experts aiming to transform video ad operationsCompetitive salary + bonus Comprehensive medical benefits (Medical, Vision, Dental, and Life Insurance)Cell phone and Wifi ReimbursementNatureBox credit for snacksWork-life flexibility – we value your contributions above allFounded in 2010, Channel Factory is an award-winning marketing technology company that helps top global brands and agencies maximize YouTube advertising. Recognized as a technology innovator by Cynopsis and one of the fastest-growing companies by Inc., Channel Factory has served over three hundred of the Fortune 500 in delivering scalable, brand-safe, contextually aligned YouTube advertising software and services. By tapping into the deepest proprietary data pool on the market, the company enables highly customized, contextually aware, and dynamically optimized campaigns and provides industry-leading performance for a portfolio of clients across all industries.Channel Factory is an equal-opportunity employer that is committed to diversity and inclusion in the workplace. We prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristic as outlined by federal, state, or local laws. This policy applies to all employment practices within our organization, including hiring, recruiting, promotion, termination, layoff, recall, leave of absence, compensation, benefits, training, and apprenticeship. Channel Factory makes hiring decisions based solely on qualifications, merit, and business needs at the time. The company also has employee resource groups focusing on encouraging inclusion and diversity in the workplace.



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Engineering
            



              Industries
            

            Technology, Information and Internet
            
















Referrals increase your chances of interviewing at Channel Factory by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3826899220
Goldman Sachs,"Python Backend Engineer - Artificial Intelligence (New York, NY)",Mid-Senior level,"Job DescriptionWhat We DoAt Goldman Sachs, our Engineers don’t just make things – we make things possible. Change the world by connecting people and capital with ideas. Solve the most challenging and pressing engineering problems for our clients. Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber threats, and leverage machine learning alongside financial engineering to continuously turn data into action. Create new businesses, transform finance, and explore a world of opportunity at the speed of markets.Engineering, which is comprised of our Technology Division and global strategists groups, is at the critical center of our business, and our dynamic environment requires innovative strategic thinking and immediate, real solutions. Want to push the limit of digital possibilities? Start here.Who We Look ForGoldman Sachs Engineers are innovators and problem-solvers, building solutions in risk management, big data, mobile and more. We look for creative collaborators who evolve, adapt to change and thrive in a fast-paced global environment.How You Will Fulfill Your PotentialDesign, develop, and implement solutions using generative AI models and relevant AI libraries and frameworks.Stay up-to-date with the latest developments and advancements in the field of generative AI, retrieval augmented generation, vector databases and semantic searchCollaborate with AI engineers, product managers and other stakeholders to understand requirements and implement AI solutions.Ensure the scalability and reliability of the systems engineered around AI systems by developing and maintaining robust code.Conduct testing and validation of AI models to ensure their accuracy and efficiency.Participate in code reviews to maintain high-quality code.Collaborate with different business units to identify challenges that can be addressed using generative AI technologies and work with them to implement solutionsContinuously learn and adapt to new technologies and frameworks in the rapidly evolving AI space.Required Qualifications2-6 years of software development experience in delivering enterprise level production applications2-6 years of experience using Java or PythonFamiliarity with generative AI, semantic search, vector databases and related conceptsFamiliarity with framework such as LangChain, FastApi, or Asynchronous ProgrammingExcellent problem-solving skills and the ability to work independently as well as collaborativelyPreferred QualificationsPrior experience in web development, with professional React/Angular/Redux experience and advanced JavaScript proficiency.Experience with common front-end development tools such as NodeJS, NPMExperience with building solutions around large language modelsExperience with generative AI, semantic search, vector databases and related conceptsExperience with framework such as LangChain, FastApi, Asynchronous ProgrammingAbout Goldman SachsAt Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at GS.com/careers.We’re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https://www.goldmansachs.com/careers/footer/disability-statement.html© The Goldman Sachs Group, Inc., 2023. All rights reserved.Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender IdentitySalary RangeThe expected base salary for this New York, New York, United States-based position is $150000-$250000. In addition, you may be eligible for a discretionary bonus if you are an active employee as of fiscal year-end.BenefitsGoldman Sachs is committed to providing our people with valuable and competitive benefits and wellness offerings, as it is a core part of providing a strong overall employee experience. A summary of these offerings, which are generally available to active, non-temporary, full-time and part-time US employees who work at least 20 hours per week, can be found here .
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Mid-Senior level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Financial Services
          
















Referrals increase your chances of interviewing at Goldman Sachs by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3831692411
Innova Solutions,Python API Developer,Mid-Senior level,"Innova Solutions is immediately hiring for a Python API Developer Position type: ContractDuration: 9+ MonthsLocation: Jersey City, New Jersey 07310 (Remote) As a(n) Python API Developer you will: Job Description: Required Skills:Looking for 7+ years of experiencePythonRewriting existing APIPHPBashOpen Search or elastic SearchAWS KnowledgeFamiliar with Database Nice to have:RubyPerl Description:Python Developer is responsible for managing the interchange of data between the server and the users. Their primary focus is the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. They are also responsible for integrating the front-end elements built by other developers into the application; therefore, a basic understanding of front-end technologies is necessary as well. Responsibilities:Writing reusable, testable, and efficient codeDesign and implementation of low-latency, high-availability, and performance applicationsIntegration of user-facing elements developed by front-end developers with server side logicImplementation of security and data protectionIntegration of data storage solutions Skills and Knowledge:Experience in Python, with knowledge of one or more Python framework (Django, Flask, Kivy, PyQt, PyGUI, libavg, wxPython)Familiarity with some ORM (Object Relational Mapper) librariesExperience administering application servers, web servers, and databases (Tomcat, Websphere, Nginx, Microsoft IIS, Oracle, MySQL, etc.)Understanding of the threading limitations of Python, and multi-process architectureGood understanding of server-side templating languages (Jinja 2, Mako, etc)Basic understanding of front-end technologies (JavaScript, HTML5, and CSS3)Understanding of accessibility and security complianceKnowledge of user authentication and authorization between multiple systems, servers, and environmentsUnderstanding of fundamental design principles behind a scalable applicationFamiliarity with event-driven programming in PythonExperience developing integration using product APIs.Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform.Able to create database schemas that represent and support business processes.Strong unit test and debugging skills.Proficient understanding of code versioning tools (such as Git, Mercurial or SVN)The ideal candidate will have: <Python, PHP, Bash, Rewriting existing API> Qualified candidates should APPLY NOW for immediate consideration! Please hit APPLY to provide the required information, and we will be back in touch as soon as possible.We are currently interviewing to fill this and other similar positions. If this role is not a fit for you, we do offer a referral bonus program for referrals that we successfully place with our clients, subject to program guidelines. ASK ME HOW.Thank you!Sanal  Sr Recruiter PAY RANGE AND BENEFITS:Pay Range*: $64 - $69/hr on W2*Pay range offered to a successful candidate will be based on several factors, including the candidate's education, work experience, work location, specific job duties, certifications, etc. Benefits: Innova Solutions offers benefits( based on eligibility) that include the following: Medical & pharmacy coverage, Dental/vision insurance, 401(k), Health saving account (HSA) and Flexible spending account (FSA), Life Insurance, Pet Insurance, Short term and Long term Disability, Accident & Critical illness coverage, Pre-paid legal & ID theft protection, Sick time, and other types of paid leaves (as required by law), Employee Assistance Program (EAP). ABOUT INNOVA SOLUTIONS: Founded in 1998 and headquartered in Atlanta, Georgia, Innova Solutions employs approximately 50,000 professionals worldwide and reports an annual revenue approaching $3 Billion. Through our global delivery centers across North America, Asia, and Europe, we deliver strategic technology and business transformation solutions to our clients, enabling them to operate as leaders within their fields.Recent Recognitions: · One of Largest IT Consulting Staffing firms in the USA – Recognized as #4 by Staffing Industry Analysts (SIA 2022)· ClearlyRated® Client Diamond Award Winner (2020)· One of the Largest Certified MBE Companies in the NMSDC Network (2022)· Advanced Tier Services partner with AWS and Gold with MSWebsite: https://www.innovasolutions.com/  Innova Solutions is an Equal Opportunity Employer and prohibits any kind of unlawful discrimination and harassment. Innova Solutions is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment on the basis of race, color, religion or belief, national origin, citizenship, social or ethnic origin, sex, age, physical or mental disability, veteran status, marital status, domestic partner status, sexual orientation, or any other status protected by the statutes, rules, and regulations in the locations where it operates. If you are an individual with a disability and need a reasonable accommodation to assist with your job search or application for employment, please contact us at hr@innovasolutions.com or (770) 493-5588. Please indicate the specifics of the assistance needed. Innova Solutions encourages all interested and qualified candidates to apply for employment opportunities. Innova Solutions (HireGenics/Volt) does not discriminate against applicants based on citizenship status, immigration status, or national origin, in accordance with 8 U.S.C. § 1324b.The company will consider for employment qualified applicants with arrest and conviction records in a manner that complies with the San Francisco Fair Chance Ordinance, the Los Angeles Fair Chance Initiative for Hiring Ordinance, and other applicable laws.



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Mid-Senior level
          



          Employment type
        

          Contract
        



            Job function
          

            Business Development, Accounting/Auditing, and Information Technology
          



            Industries
          

          Industrial Machinery Manufacturing, Individual and Family Services, and Insurance
          
















Referrals increase your chances of interviewing at Innova Solutions by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3832119756
MindPal,Python Developer (internship),Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Internship
          



          Employment type
        

          Internship
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Staffing and Recruiting
          
















Referrals increase your chances of interviewing at MindPal by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3703087278
Tata Consultancy Services,Python/SQL Developer,Entry level,"Must Have Technical/Functional SkillsThe candidate should have knowledge of the following Skills:-6-8 years of experience BI DWH developer with Python, SQL, AWS skills, in that mandatory atleast 3+ years of experience on AWS with Python skills. Having SQL/NoSQL knowledge is good to have.Experience of integration projects on large-scale environments. Comprehensive Cloud migration experience. In depth understanding of large-scale data, such as data warehouses and their best practice and principles of managing them.Excellent/Strong technical skills on Python, SQL skills.Lead the effort to design, build and configure applications, acting as the primary point of contact. In depth understanding of large-scale data, such as data warehouses and their best practice and principles of managing them.The candidate should have knowledge of the following Skills:-- SQL Scripting- PythonBI DWH developer with Python,SQLAWS skillsGood To Have AWS, No SQL, SSIS Excellent business communication skills.Experience Required6-8 Yrs.Roles & ResponsibilitiesDeliver technical solutions that will meet the business requirements of our stakeholders.Analyzing, developing, testing and deploying the appropriate solution through the development life-cycleExcellent knowledge on AWS Cloud platform as a whole and the integrations among different Cloud components and using one or more of AWS data and analytics services in combination with Spark, EMR, Dynamo DB, Red Shift, Athena, Lambda.Should have good experience in database, data warehouse concepts, SCD1, SDC2, SQLsAbility to pick new technology quickly and deliver Produce deliverables that follow the development standards and principles, on timeTrouble shooting issues and doing RCAWork with data and analytics experts to strive for greater functionality in data systems



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Information Technology
          



            Industries
          

          IT Services and IT Consulting
          
















Referrals increase your chances of interviewing at Tata Consultancy Services by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3836296584
iTech Solutions,Python/flask Developer,Entry level,"Title - Python / flask DeveloperLoations - Philadelphia, PA.Duration - Long term



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Contract
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Information Technology & Services
          
















Referrals increase your chances of interviewing at iTech Solutions by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3714396400
